sample.id	replicate	project	Species_coral	Genotype	Timepoint	Group	Treatment	Trt_time	T0_merge	Description	species_time	species_time_wT0	trt	TR	TR2	project_trt_time	days_from_start
OF3-81-T2-C	81	KMD	OFAV	OF3	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF3-82-T2-C	82	KMD	OFAV	OF3	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF3-83-T2-C	83	KMD	OFAV	OF3	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF3-84-T2-C	84	KMD	OFAV	OF3	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF3-85-T2-C	85	KMD	OFAV	OF3	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF3-86-T3-C	86	KMD	OFAV	OF3	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF3-87-T3-C	87	KMD	OFAV	OF3	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF3-88-T3-C	88	KMD	OFAV	OF3	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF3-89-T3-C	89	KMD	OFAV	OF3	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF3-90-T3-C	90	KMD	OFAV	OF3	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF3-91-T4-C	91	KMD	OFAV	OF3	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF3-92-T4-C	92	KMD	OFAV	OF3	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF3-93-T4-C	93	KMD	OFAV	OF3	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF3-94-T4-C	94	KMD	OFAV	OF3	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF3-95-T4-C	95	KMD	OFAV	OF3	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF3-96-T0-K	96	KMD	OFAV	OF3	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF3-97-T0-K	97	KMD	OFAV	OF3	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF3-98-T0-K	98	KMD	OFAV	OF3	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF3-99-T0-K	99	KMD	OFAV	OF3	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF3-100-T0-K	100	KMD	OFAV	OF3	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF3-101-T1-K	101	KMD	OFAV	OF3	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF3-102-T1-K	102	KMD	OFAV	OF3	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF3-103-T1-K	103	KMD	OFAV	OF3	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF3-104-T1-K	104	KMD	OFAV	OF3	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF3-105-T1-K	105	KMD	OFAV	OF3	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF3-106-T2-K	106	KMD	OFAV	OF3	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF3-107-T2-K	107	KMD	OFAV	OF3	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF3-108-T2-K	108	KMD	OFAV	OF3	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF3-109-T2-K	109	KMD	OFAV	OF3	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF3-110-T2-K	110	KMD	OFAV	OF3	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF3-111-T3-K	111	KMD	OFAV	OF3	T3	OFAV KoralMD	KoralMD	KoralMD_T3	KoralMD_T3	1 Month Washout	OFAV_KoralMD_T3	OFAV_KoralMD_T3	Treated	None	None	KMD_KoralMD_T3	40
OF3-112-T3-K	112	KMD	OFAV	OF3	T3	OFAV KoralMD	KoralMD	KoralMD_T3	KoralMD_T3	1 Month Washout	OFAV_KoralMD_T3	OFAV_KoralMD_T3	Treated	None	None	KMD_KoralMD_T3	40
OF3-113-T3-K	113	KMD	OFAV	OF3	T3	OFAV KoralMD	KoralMD	KoralMD_T3	KoralMD_T3	1 Month Washout	OFAV_KoralMD_T3	OFAV_KoralMD_T3	Treated	None	None	KMD_KoralMD_T3	40
OF3-114-T3-K	114	KMD	OFAV	OF3	T3	OFAV KoralMD	KoralMD	KoralMD_T3	KoralMD_T3	1 Month Washout	OFAV_KoralMD_T3	OFAV_KoralMD_T3	Treated	None	None	KMD_KoralMD_T3	40
OF3-115-T3-K	115	KMD	OFAV	OF3	T3	OFAV KoralMD	KoralMD	KoralMD_T3	KoralMD_T3	1 Month Washout	OFAV_KoralMD_T3	OFAV_KoralMD_T3	Treated	None	None	KMD_KoralMD_T3	40
OF3-116-T4-K	116	KMD	OFAV	OF3	T4	OFAV KoralMD	KoralMD	KoralMD_T4	KoralMD_T4	2 Months Washout	OFAV_KoralMD_T4	OFAV_KoralMD_T4	Treated	None	None	KMD_KoralMD_T4	68
OF3-117-T4-K	117	KMD	OFAV	OF3	T4	OFAV KoralMD	KoralMD	KoralMD_T4	KoralMD_T4	2 Months Washout	OFAV_KoralMD_T4	OFAV_KoralMD_T4	Treated	None	None	KMD_KoralMD_T4	68
OF3-118-T4-K	118	KMD	OFAV	OF3	T4	OFAV KoralMD	KoralMD	KoralMD_T4	KoralMD_T4	2 Months Washout	OFAV_KoralMD_T4	OFAV_KoralMD_T4	Treated	None	None	KMD_KoralMD_T4	68
OF3-119-T4-K	119	KMD	OFAV	OF3	T4	OFAV KoralMD	KoralMD	KoralMD_T4	KoralMD_T4	2 Months Washout	OFAV_KoralMD_T4	OFAV_KoralMD_T4	Treated	None	None	KMD_KoralMD_T4	68
OF3-120-T4-K	120	KMD	OFAV	OF3	T4	OFAV KoralMD	KoralMD	KoralMD_T4	KoralMD_T4	2 Months Washout	OFAV_KoralMD_T4	OFAV_KoralMD_T4	Treated	None	None	KMD_KoralMD_T4	68
OF61-1-T0-C	1	Lugol	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	Lugol_Control_T0	0
OF61-2-T0-C	2	Lugol	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	Lugol_Control_T0	0
OF61-3-T0-C	3	Lugol	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	Lugol_Control_T0	0
OF61-4-T0-C	4	Lugol	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	Lugol_Control_T0	0
OF61-5-T0-C	5	Lugol	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	Lugol_Control_T0	0
OF61-6-T1-C	6	Lugol	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	Lugol_Control_T1	1
OF61-7-T1-C	7	Lugol	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	Lugol_Control_T1	1
OF61-8-T1-C	8	Lugol	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	Lugol_Control_T1	1
OF61-9-T1-C	9	Lugol	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	Lugol_Control_T1	1
OF61-10-T1-C	10	Lugol	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	Lugol_Control_T1	1
OF61-11-T2-C	11	Lugol	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	Lugol_Control_T2	12
OF61-12-T2-C	12	Lugol	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	Lugol_Control_T2	12
OF61-13-T2-C	13	Lugol	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	Lugol_Control_T2	12
OF61-14-T2-C	14	Lugol	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	Lugol_Control_T2	12
OF61-15-T2-C	15	Lugol	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	Lugol_Control_T2	12
OF61-16-T3-C	16	Lugol	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	Lugol_Control_T3	40
OF61-17-T3-C	17	Lugol	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	Lugol_Control_T3	40
OF61-18-T3-C	18	Lugol	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	Lugol_Control_T3	40
OF61-19-T3-C	19	Lugol	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	Lugol_Control_T3	40
OF61-20-T3-C	20	Lugol	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	Lugol_Control_T3	40
OF61-21-T4-C	21	Lugol	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	Lugol_Control_T4	68
OF61-22-T4-C	22	Lugol	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	Lugol_Control_T4	68
OF61-23-T4-C	23	Lugol	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	Lugol_Control_T4	68
OF61-24-T4-C	24	Lugol	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	Lugol_Control_T4	68
OF61-25-T4-C	25	Lugol	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	Lugol_Control_T4	68
OF61-26-T0-L	26	Lugol	OFAV	OF61	T0	OFAV Lugol	Lugol	Lugol_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Lugol_T0	Treated	None	None	Lugol_Lugol_T0	0
OF61-27-T0-L	27	Lugol	OFAV	OF61	T0	OFAV Lugol	Lugol	Lugol_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Lugol_T0	Treated	None	None	Lugol_Lugol_T0	0
OF61-28-T0-L	28	Lugol	OFAV	OF61	T0	OFAV Lugol	Lugol	Lugol_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Lugol_T0	Treated	None	None	Lugol_Lugol_T0	0
OF61-29-T0-L	29	Lugol	OFAV	OF61	T0	OFAV Lugol	Lugol	Lugol_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Lugol_T0	Treated	None	None	Lugol_Lugol_T0	0
OF61-30-T0-L	30	Lugol	OFAV	OF61	T0	OFAV Lugol	Lugol	Lugol_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Lugol_T0	Treated	None	None	Lugol_Lugol_T0	0
OF61-31-T1-L	31	Lugol	OFAV	OF61	T1	OFAV Lugol	Lugol	Lugol_T1	Lugol_T1	1 Day Post-Treatment	OFAV_Lugol_T1	OFAV_Lugol_T1	Treated	None	None	Lugol_Lugol_T1	1
OF61-32-T1-L	32	Lugol	OFAV	OF61	T1	OFAV Lugol	Lugol	Lugol_T1	Lugol_T1	1 Day Post-Treatment	OFAV_Lugol_T1	OFAV_Lugol_T1	Treated	None	None	Lugol_Lugol_T1	1
OF61-33-T1-L	33	Lugol	OFAV	OF61	T1	OFAV Lugol	Lugol	Lugol_T1	Lugol_T1	1 Day Post-Treatment	OFAV_Lugol_T1	OFAV_Lugol_T1	Treated	None	None	Lugol_Lugol_T1	1
OF61-34-T1-L	34	Lugol	OFAV	OF61	T1	OFAV Lugol	Lugol	Lugol_T1	Lugol_T1	1 Day Post-Treatment	OFAV_Lugol_T1	OFAV_Lugol_T1	Treated	None	None	Lugol_Lugol_T1	1
OF61-35-T1-L	35	Lugol	OFAV	OF61	T1	OFAV Lugol	Lugol	Lugol_T1	Lugol_T1	1 Day Post-Treatment	OFAV_Lugol_T1	OFAV_Lugol_T1	Treated	None	None	Lugol_Lugol_T1	1
OF61-36-T2-L	36	Lugol	OFAV	OF61	T2	OFAV Lugol	Lugol	Lugol_T2	Lugol_T2	After 6 treatments 	OFAV_Lugol_T2	OFAV_Lugol_T2	Treated	None	None	Lugol_Lugol_T2	12
OF61-37-T2-L	37	Lugol	OFAV	OF61	T2	OFAV Lugol	Lugol	Lugol_T2	Lugol_T2	After 6 treatments 	OFAV_Lugol_T2	OFAV_Lugol_T2	Treated	None	None	Lugol_Lugol_T2	12
OF61-38-T2-L	38	Lugol	OFAV	OF61	T2	OFAV Lugol	Lugol	Lugol_T2	Lugol_T2	After 6 treatments 	OFAV_Lugol_T2	OFAV_Lugol_T2	Treated	None	None	Lugol_Lugol_T2	12
OF61-39-T2-L	39	Lugol	OFAV	OF61	T2	OFAV Lugol	Lugol	Lugol_T2	Lugol_T2	After 6 treatments 	OFAV_Lugol_T2	OFAV_Lugol_T2	Treated	None	None	Lugol_Lugol_T2	12
OF61-40-T2-L	40	Lugol	OFAV	OF61	T2	OFAV Lugol	Lugol	Lugol_T2	Lugol_T2	After 6 treatments 	OFAV_Lugol_T2	OFAV_Lugol_T2	Treated	None	None	Lugol_Lugol_T2	12
OF61-41-T3-L	41	Lugol	OFAV	OF61	T3	OFAV Lugol	Lugol	Lugol_T3	Lugol_T3	1 Month Washout	OFAV_Lugol_T3	OFAV_Lugol_T3	Treated	None	None	Lugol_Lugol_T3	40
OF61-42-T3-L	42	Lugol	OFAV	OF61	T3	OFAV Lugol	Lugol	Lugol_T3	Lugol_T3	1 Month Washout	OFAV_Lugol_T3	OFAV_Lugol_T3	Treated	None	None	Lugol_Lugol_T3	40
OF61-43-T3-L	43	Lugol	OFAV	OF61	T3	OFAV Lugol	Lugol	Lugol_T3	Lugol_T3	1 Month Washout	OFAV_Lugol_T3	OFAV_Lugol_T3	Treated	None	None	Lugol_Lugol_T3	40
OF61-44-T3-L	44	Lugol	OFAV	OF61	T3	OFAV Lugol	Lugol	Lugol_T3	Lugol_T3	1 Month Washout	OFAV_Lugol_T3	OFAV_Lugol_T3	Treated	None	None	Lugol_Lugol_T3	40
OF61-45-T3-L	45	Lugol	OFAV	OF61	T3	OFAV Lugol	Lugol	Lugol_T3	Lugol_T3	1 Month Washout	OFAV_Lugol_T3	OFAV_Lugol_T3	Treated	None	None	Lugol_Lugol_T3	40
OF61-46-T4-L	46	Lugol	OFAV	OF61	T4	OFAV Lugol	Lugol	Lugol_T4	Lugol_T4	2 Months Washout	OFAV_Lugol_T4	OFAV_Lugol_T4	Treated	None	None	Lugol_Lugol_T4	68
OF61-47-T4-L	47	Lugol	OFAV	OF61	T4	OFAV Lugol	Lugol	Lugol_T4	Lugol_T4	2 Months Washout	OFAV_Lugol_T4	OFAV_Lugol_T4	Treated	None	None	Lugol_Lugol_T4	68
OF61-48-T4-L	48	Lugol	OFAV	OF61	T4	OFAV Lugol	Lugol	Lugol_T4	Lugol_T4	2 Months Washout	OFAV_Lugol_T4	OFAV_Lugol_T4	Treated	None	None	Lugol_Lugol_T4	68
OF61-49-T4-L	49	Lugol	OFAV	OF61	T4	OFAV Lugol	Lugol	Lugol_T4	Lugol_T4	2 Months Washout	OFAV_Lugol_T4	OFAV_Lugol_T4	Treated	None	None	Lugol_Lugol_T4	68
OF61-50-T4-L	50	Lugol	OFAV	OF61	T4	OFAV Lugol	Lugol	Lugol_T4	Lugol_T4	2 Months Washout	OFAV_Lugol_T4	OFAV_Lugol_T4	Treated	None	None	Lugol_Lugol_T4	68
OF61-71-T0-C	71	KMD	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	KMD_Control_T0	0
OF61-72-T0-C	72	KMD	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	KMD_Control_T0	0
OF61-73-T0-C	73	KMD	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	KMD_Control_T0	0
OF61-74-T0-C	74	KMD	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	KMD_Control_T0	0
OF61-75-T0-C	75	KMD	OFAV	OF61	T0	OFAV Control	Control	Control_T0	T0	Pre-Treatment	OFAV_T0	OFAV_Control_T0	Control	None	None	KMD_Control_T0	0
OF61-76-T1-C	76	KMD	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	KMD_Control_T1	1
OF61-77-T1-C	77	KMD	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	KMD_Control_T1	1
OF61-78-T1-C	78	KMD	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	KMD_Control_T1	1
OF61-79-T1-C	79	KMD	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	KMD_Control_T1	1
OF61-80-T1-C	80	KMD	OFAV	OF61	T1	OFAV Control	Control	Control_T1	Control_T1	1 Day Post-Treatment	OFAV_Control_T1	OFAV_Control_T1	Control	None	None	KMD_Control_T1	1
OF61-81-T2-C	81	KMD	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF61-82-T2-C	82	KMD	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF61-83-T2-C	83	KMD	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF61-84-T2-C	84	KMD	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF61-85-T2-C	85	KMD	OFAV	OF61	T2	OFAV Control	Control	Control_T2	Control_T2	After 6 treatments 	OFAV_Control_T2	OFAV_Control_T2	Control	None	None	KMD_Control_T2	12
OF61-86-T3-C	86	KMD	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF61-87-T3-C	87	KMD	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF61-88-T3-C	88	KMD	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF61-89-T3-C	89	KMD	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF61-90-T3-C	90	KMD	OFAV	OF61	T3	OFAV Control	Control	Control_T3	Control_T3	1 Month Washout	OFAV_Control_T3	OFAV_Control_T3	Control	None	None	KMD_Control_T3	40
OF61-91-T4-C	91	KMD	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF61-92-T4-C	92	KMD	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF61-93-T4-C	93	KMD	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF61-94-T4-C	94	KMD	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF61-95-T4-C	95	KMD	OFAV	OF61	T4	OFAV Control	Control	Control_T4	Control_T4	2 Months Washout	OFAV_Control_T4	OFAV_Control_T4	Control	None	None	KMD_Control_T4	68
OF61-96-T0-K	96	KMD	OFAV	OF61	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF61-97-T0-K	97	KMD	OFAV	OF61	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF61-98-T0-K	98	KMD	OFAV	OF61	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF61-99-T0-K	99	KMD	OFAV	OF61	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF61-100-T0-K	100	KMD	OFAV	OF61	T0	OFAV KoralMD	KoralMD	KoralMD_T0	T0	Pre-Treatment	OFAV_T0	OFAV_KoralMD_T0	Treated	None	None	KMD_KoralMD_T0	0
OF61-101-T1-K	101	KMD	OFAV	OF61	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF61-102-T1-K	102	KMD	OFAV	OF61	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF61-103-T1-K	103	KMD	OFAV	OF61	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF61-104-T1-K	104	KMD	OFAV	OF61	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF61-105-T1-K	105	KMD	OFAV	OF61	T1	OFAV KoralMD	KoralMD	KoralMD_T1	KoralMD_T1	1 Day Post-Treatment	OFAV_KoralMD_T1	OFAV_KoralMD_T1	Treated	None	None	KMD_KoralMD_T1	1
OF61-106-T2-K	106	KMD	OFAV	OF61	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
OF61-107-T2-K	107	KMD	OFAV	OF61	T2	OFAV KoralMD	KoralMD	KoralMD_T2	KoralMD_T2	After 6 treatments 	OFAV_KoralMD_T2	OFAV_KoralMD_T2	Treated	None	None	KMD_KoralMD_T2	12
